1.9 -578.5971688663
2.0 -578.5562717813
2.1 -578.5695039045
2.2 -578.5825768406
2.3 -578.5930199248
2.4 -578.6012148313
2.5 -578.6074617523
2.6 -578.6122533561
2.7 -578.6062149018
2.8 -578.6092158795
2.9 -578.6114812199
3.0 -578.6131233935
3.1 -578.6143207148
3.2 -578.6153074746
3.3 -578.6160395317
3.4 -578.616533847
3.5 -578.6169063901
3.6 -578.6171885767
3.7 -578.6174070035
3.8 -578.617563069
3.9 -578.6176580521
4.0 -578.6177027272
4.1 -578.617711732
4.2 -578.6176951372
4.3 -578.617659364
4.4 -578.6176264037
4.5 -578.617643441
4.6 -578.6176889206
4.7 -578.6177443936
4.8 -578.6177998845
4.9 -578.6178692454
5.0 -578.6179138063
5.1 -578.617933082
5.2 -578.6179119724
5.3 -578.6179413614
5.4 -578.617805445
